015003最年輕的女   07 999999901    221223210056210756000100152    2 10000796010401041                                                                                                                                                                    649999059202020299990299999999999999010389899999999990508999999999999999999999999990104210399990103999999990291010104069908018107020230299999901                                      950201
015021最年長的男   07 999999901    221226185000190212000100248    2 10000048010303012                                                                                                                                                                    649999110602010199990199999999999999019989999999999990310999999999999999999999999990104020299990102999999990208010106020299014302010210599999901                                      950102
015049唯一合格女   07 999999901    221223182531184115000100207    2 10000380010201011                                                                                                                                                                    649999033203030399990399999999999999030199799999999990504999999999999999999999999990499999999999902999999999191939305979908016605020240199999901                                      950201
015077最年輕的男   07 999999901    221223212644213837000100044    2 10002656010303031                                                                                                                                                                    649999049203010199990299999999999999040011499999999990407999999999999999999999999990499999999999902999999990202020103020199028307020230299999901                                      010101
015122唯一合格女   07 999999901    221223182735184021000100142    2 10000680010302012                                                                                                                                                                    649999140402029899990199999999999999029929999999999999808999999999999999999999999990104020199990198999999990202010106020299015003020290699910501                                      950204
015128唯一合格女   07 999999901    221223182745184532000100222    2 10000108010302011                                                                                                                                                                    649999121303040499990299999999999999019989999999999990306999999999999999999999999990104080399990102999999990808019106079908016304020290599930201                                      010204
015162唯一合格女   07 999999901    221226195304200119000100172    2 10000968010201011                                                                                                                                                                    649999119204959899990299999999999999029989999999999999807999999999999999999999999990499999999999902999999999399939306079908026504020240199999902                                      990201
015186最年輕的女   07 999999901    221226212454213619000100196    2 10000220010501051                                                                                                                                                                    649999149503979799999799999999999999020351499999999999806999999999999999999999999990104919999990202999999999191019106079908018406020230299999901                                      950201
015236唯一合格女   07 999999901    221223183130184540000100199    2 10000668010201012                                                                                                                                                                    649999030903020199990199999999999999010040499999999999809999999999999999999999999990104020299990103999999990202010104020199014804020290699910502                                      990201
015288最年輕的女   07 999999901    221226184729185708000100196    2 10000220010502051                                                                                                                                                                    649999049502040399990299999999999999029959999999999990505999999999999999999999999990195919999990203999999999299939305959995018806020230199999901                                      950201
015308唯一合格女   07 999999901    221223193913194000000100107    2 10002168010302011                                                                                                                                                                    649999120502040499990299999999999999980049599999999990404999999999999999999999999990195919999990203999999999591939103010299035003039899599999995                                      990102
015314唯一合格男   07 999999901    221223210401211812000100117    2 10000878010201012                                                                                                                                                                    649999190503010199990199999999999999019989999999999990510999999999999999999999999990195019899990103999999990101939306199908015504020210499999902                                      990102
015315唯一合格女   07 999999901    221223183420184722000100249    1 10000048010201011                                                                                                                                                                    649999030501040499990499999999999999030380399999999990901999999999999999999999999990103010199990203999999990101020301010199034305030390699920601                                      950201
015326唯一合格男   07 999999901    221226195702201301000100066    2 10002470010301012                                                                                                                                                                    649999059203040499990399999999999999039989999999999999503999999999999999999999999990103919999990203999999990191939398280299034106030390699930102                                      990101
015327唯一合格男   07 999999901    221223183449184718000100044    2 10002656010201011                                                                                                                                                                    649999119202040499990499999999999999980051499999999990802999999999999999999999999990203010299999903999999990101930306010199023802020210599999902                                      990102
015361唯一合格女   07 999999901    221223211424212804000100196    2 10000220010201011                                                                                                                                                                    649999120501010299990199999999999999010019899999999999810999999999999999999999999990104029599990102999999990202010104199908014704030290110299902                                      990201
015381唯一合格男   07 999999901    221226211305212202000108207243 2 10000118010201011                                                                                                                                                                    649999039202049699990299999999999999020020499999999990507999999999999999999999999990104210399990102999999990211010106210299016906020210599999901                                      950101
015397最年輕的男   07 999999901    221228214123215243000100172    2 10000968010402042                                                                                                                                                                    649999090302020299990299999999999999020019899999999990107999999999999999999999999990104020399990103999999999299010104020299018807020270199999901                                      010101
015416唯一合格女   07 999999901    221223183843190728000100124    2 10000692010100011                                                                                                                                                                    649999981303989899999899999999999999989989999999999999898999999999999999999999999990204029899999902999999990202950198989996013101029890190199902                                      990202
015426唯一合格女   07 999999901    221223185152185841000100179    1 10001336010201011                                                                                                                                                                    649999059803010299990199999999999999029929999999999990309999999999999999999999999990104020199990198999999990202010106199908013502959590699999595                                      990202
015462唯一合格男   07 999999901    221223184023184851000100161    2 10001314010201011                                                                                                                                                                    649999030202040499999599999999999999950050399999999990803999999999999999999999999990103010199990203999999990101930303010299034704030360199999902                                      990101
015468最年長的女   07 999999901    221226210859212302000100235    1 10000036011005012                                                                                                                                                                    649999059801010199990199999999999999019969999999999999809999999999999999999999999990104350299990198999999990214010102020299012606020290699910502                                      990201
015488最年輕的女   07 999999901    221223184153185113000100196    2 10000220010402041                                                                                                                                                                    649999023003030399990299999999999999020019899999999990507999999999999999999999999990499999999999903999999999399939306079903016006020220799999901                                      950201
015493最年長的男   07 999999901    221223184203185805000100142    2 10000680010502012                                                                                                                                                                    649999120802020299990299999999999999989929999999999999805999999999999999999999999990295919999999902999999999191939106069908012903010190699960102                                      990101
