C2017065799    999999999999999999999999999999999999999908-JAN-2018 10:31:2808-JAN-2018 10:43:1113 1 5 0 5 5 4 1999999999999999999999999 19999999999999999999999999999 29999 7 3 5 2 4 1 6 599 3 1 4 3 1 1 1 1 1 3 1 2 2 1 1 1 2 2 1 5 0669999999999999999999999999999999999 89999999999999999999999999999999999999999999966 799 3
C2017065947    999999999999999999999999999999999999999905-JAN-2018 11:01:2005-JAN-2018 11:14:2511 1 1 2 2 2 4 299999999999999999999 19999999999999999999999999999 399999999 5 7 4 3 6 2 1 299 2 1 4 1 1 2 2 1 2 1 3 3 3 3 1 3 3 1 1 2 564999999999999999999999999999999 499999999999999999999999999999999999999999999999964 2 299
C2017066010    999999999999999999999999999999999999999906-JAN-2018 16:23:1806-JAN-2018 16:35:55 2 2 8 5 7 6 4 199 19999999999999999999999999999 299999999999999999999999999 2 5 7 3 1 4 699 5 3 1 4 4 1 2 1 1 2 1 1 1 2 1 1 1 2 2 2 2 6649999999999999999999999999999991299999999999999999999999999999999999999999999999964 5 199
C2017066091    999999999999999999999999999999999999999906-JAN-2018 11:00:5206-JAN-2018 11:14:2815 1 5 2 6 5 4 19999999999999999999999999999 19999999999999999999999999999 2 3 5 2 4 7 6 1 599 2 1 4 4 1 2 1 1 1 3 1 3 3 2 1 3 3 3 1 2 16899999999999999999999999999999999999999 6999999999999999999999999999999999999999968 799 5
C2017066245    999999999999999999999999999999999999999902-JAN-2018 16:36:2402-JAN-2018 16:48:01 1 2 3 3 6 6 4 1 19999999999999999999999999999 39999999999999999999999999999 5 2 7 3 6 4 199 3 3 3 2 3 1 2 1 1 1 2 1 1 2 3 1 1 2 3 2 6 0 499 29999999999999999999999999999999999999999999999999999999999999999999999999999 4 1 299
C2017066277    999999999999999999999999999999999999999906-JAN-2018 12:29:0806-JAN-2018 12:39:0113 2 4 2 2 2 4 1999999999999999999999999 19999999999999999999999999999 29999 7 3 1 2 5 6 499 2 3 1 4 3 1 1 1 1 1 3 1 3 3 1 1 1 3 3 1 5 0649999999999999999999999999999991999999999999999999999999999999999999999999999999964 799 8
C2017066337    999999999999999999999999999999999999999905-JAN-2018 10:41:3205-JAN-2018 11:47:5912 1 6 6 6 6 4 19999999999999999999999 39999999999999999999999999999 2999999 2 5 1 3 6 4 7 499 3 2 3 3 2 1 1 1 2 1 1 1 1 1 1 1 2 2 2 5 565999999999999999999999999999999991699999999999999999999999999999999999999999999996521 299
C2017066360    999999999999999999999999999999999999999904-JAN-2018 19:16:4704-JAN-2018 19:24:5712 1 7 4 6 5 4 19999999999999999999999 19999999999999999999999999999 2999999 5 7 6 3 1 4 2 699 2 3 3 2 1 1 1 1 2 3 1 3 3 3 1 1 1 1 1 6 564999999999999999999999999999999129999999999999999999999999999999999999999999999996421 299
C2017066385    999999999999999999999999999999999999999906-JAN-2018 19:42:1406-JAN-2018 19:48:3415 2 8 7 6 6 2 19999999999999999999999999999 39999999999999999999999999999 2 7 5 3 6 2 4 199 7 3 1 4 2 1 2 1 1 2 1 1 1 3 2 1 3 3 3 2 3 66599999999999999999999999999999999 19999999999999999999999999 489999999999999999996521 199
C2017066395    999999999999999999999999999999999999999908-JAN-2018 08:12:2308-JAN-2018 08:27:4715 2 1 1 3 3 4 19999999999999999999999999999 39999999999999999999999999999 2 2 3 7 6 1 4 599 3 3 2 4 1 1 2 1 1 1 1 3 1 3 1 1 3 3 3 2 4 1649999999999999999999999999999991799999999999999999999999999999999999999999999999964 1 299
C2017066408    999999999999999999999999999999999999999904-JAN-2018 07:11:4704-JAN-2018 07:23:55 7 210 110 5 491999999999999 19999999999999999999999999999 29999999999999999 4 6 2 3 5 7 199 5 1 1 3 3 1 2 1 2 1 1 1 1 1 1 1 1 2 2 2 5 56399999999999999999999999999991199999999999999999999 4699999999999999999999999999963 799 8
C2017066479    999999999999999999999999999999999999999906-JAN-2018 07:02:3406-JAN-2018 07:08:2512 1 7 6 9 7 3 19999999999999999999999 39999999999999999999999999999 1999999 4 2 7 5 3 6 1 699 2 1 4 1 1 2 1 2 1 1 1 1 2 2 2 3 1 1 1 2 76399999999999999999999999999991199999999999999999999 109999999999999999999999999996623 299
C2017066480    999999999999999999999999999999999999999902-JAN-2018 16:16:3002-JAN-2018 16:47:55 1 1 4 4 4 3 2 1 29999999999999999999999999999 19999999999999999999999999999 6 3 4 1 5 7 2 399 2 1 3 3 1 2 1 1 2 3 1 1 2 3 1 1 1 3 1 2 1639999999999999999999999999999 49999999999999999999999999999999999999999999999999963 1 299
C2017066481    999999999999999999999999999999999999999906-JAN-2018 12:27:1906-JAN-2018 12:45:5713 1 2 0 7 1 4 1999999999999999999999999 39999999999999999999999999999 29999 7 2 5 3 1 6 4 599 2 1 3 1 1 2 1 2 1 3 1 3 1 2 2 1 2 2 2 6 16599999999999999999999999999999999 39999999999999999999999999999999 8299999999999965 1 299
C2017066548    999999999999999999999999999999999999999903-JAN-2018 11:20:4303-JAN-2018 11:54:1610 1 6 3 7 5 3 2999999999999999999 39999999999999999999999999999 29999999999 5 3 2 7 4 1 6 599 3 2 3 2 1 1 1 1 1 3 1 1 2 2 2 1 2 2 1 6 515999999999999999999 999999999999999999999999999999999999999999999999999999999999968 699 8
C2017066706    999999999999999999999999999999999999999902-JAN-2018 17:08:4802-JAN-2018 17:15:5014 1 4 3 7 5 3 199999999999999999999999999 29999999999999999999999999999 399 5 7 6 3 2 4 1 599 3 2 3 3 1 2 1 1 2 3 1 1 2 2 1 1 3 2 2 1 567999999999999999999999999999999999999329999999999999999999999999999999999999999996721 299
C2017066812    999999999999999999999999999999999999999902-JAN-2018 15:57:2502-JAN-2018 16:52:30 2 1 6 5 5 5 3 199 19999999999999999999999999999 299999999999999999999999999 5 7 2 3 6 4 1 699 3 3 4 3 1 2 1 1 2 3 1 1 2 2 2 1 2 2 2 1 464999999999999999999999999999999269999999999999999999999999999999999999999999999996421 199
C2017066829    999999999999999999999999999999999999999905-JAN-2018 11:02:2305-JAN-2018 11:16:51 7 1 3 6 7 5 3 1999999999999 19999999999999999999999999999 29999999999999999 7 3 4 1 5 2 6 699 3 3 3 3 1 2 1 1 2 1 1 1 1 3 1 1 3 3 2 3 4639999999999999999999999999999 39999999999999999999999999999999999999999999999999963 4 299
C2017066972    999999999999999999999999999999999999999905-JAN-2018 13:38:3505-JAN-2018 13:54:0911 110 6 6 6 3 199999999999999999999 19999999999999999999999999999 199999999 7 5 2 3 6 4 1 899 3 3 4 4 1 2 2 1 2 1 1 1 1 2 1 1 3 2 2 1 6639999999999999999999999999999 7999999999999999999999999999999999999999999999999996323 199
C2017067044    999999999999999999999999999999999999999905-JAN-2018 14:39:2005-JAN-2018 14:48:3213 1 3 2 3 3 3 1999999999999999999999999 19999999999999999999999999999 29999 4 6 1 5 7 3 2 599 3 1 3 3 1 2 1 1 1 1 1 3 3 3 3 3 3 3 2 2 1 499 29999999999999999999999999999999999999999999999999999999999999999999999999999 4 799 8
C2017067074    999999999999999999999999999999999999999905-JAN-2018 12:49:4505-JAN-2018 13:00:13 3 1 5 5 3 3 4 19999 39999999999999999999999999999 2999999999999999999999999 2 4 7 1 6 5 3 599 2 2 4 2 1 2 2 2 2 2 3 3 3 1 1 1 3 1 1 9 1 99999999999 399999999999999999999999999999999999999999999999999999999999999999999 9 1 199
C2017067154    999999999999999999999999999999999999999905-JAN-2018 11:57:4505-JAN-2018 12:05:0213 2 7 5 7 6 1 1999999999999999999999999 19999999999999999999999999999 29999 5 3 2 4 7 1 699 9 3 2 4 1 1 2 2 2 1 3 1 1 1 2 1 1 1 2 2 3 8659999999999999999999999999999999914999999999999999999999999999999999999999999999965 2 299
C2017067242    999999999999999999999999999999999999999902-JAN-2018 20:54:2702-JAN-2018 21:04:15 7 1 6 0 0 1 4 1999999999999 19999999999999999999999999999 29999999999999999 2 5 4 3 6 7 1 099 2 1 3 2 1 1 1 1 2 3 2 1 2 3 1 2 3 3 2 7 1639999999999999999999999999999 89999999999999999999999999999999999999999999999999963 1 299
C2017067284    999999999999999999999999999999999999999903-JAN-2018 20:38:0403-JAN-2018 20:52:26 4 2 1 1 1 1 2 2999999 19999999999999999999999999999 19999999999999999999999 7 3 5 2 6 1 499 5 3 3 2 1 2 1 1 1 2 2 1 1 1 1 1 1 3 3 1 9 0669999999999999999999999999999999999 59999999999999999999999999999999999999999999966 1 199
C2017067298    999999999999999999999999999999999999999908-JAN-2018 11:25:3308-JAN-2018 11:36:0912 1 1 1 1 5 4 29999999999999999999999 39999999999999999999999999999 1999999 4 6 1 3 2 5 7 199 2 2 4 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1 1 6 1669999999999999999999999999999999999 79999999999999999999999999999999999999999999966 799 8
