015004唯一合格女    2 999999901    221209183335185639000100107    2 10002168010201012                                                                                                                                                                    630199990501970302999902053069999999999999909060099999999019599999901989999999999999999999999990296010199999999999903010199038305959590699999501                                      950201
015012唯一合格女    2 999999901    221210211817212621000111701004 2 10000052010201011                                                                                                                                                                    630199999203979703999902997999999999999999907070899999999049999999999999999999999999999999999999901939999999999999906010299016505020210499999901                                      950201
015067唯一合格女    2 999999901    221209183641185144000100196    2 10000220010302011                                                                                                                                                                    631099990901010203999998053129999999999999903060999999999011201999502039999999999999999999999990102020299999999999904020299014406020290699920601                                      950201
015073最年長的男    2 999999901    221209183656184851000100117    2 10000878010202012                                                                                                                                                                    630799990501040401999901001089999999999999905080099999999010801990338029999999999999999999999990202080199999999999905380199015604010230299999901                                      950101
015074最年輕的女    2 999999901    221209183658184648000100218    2 10000124010200021                                                                                                                                                                    630199999203049803999904054989999999999999903020199999999049999999999999999999999999999999999999902939999999999999906079998027006989820799999901                                      950201
015109唯一合格男    2 999999901    221209183907185220000100047    2 10001094010301011                                                                                                                                                                    630399990502040496999903053069999999999999908030099999999010601990301019999999999999999999999990203010199999999999906010199023607010190699930201                                      010101
015110唯一合格男    2 999999901    221209183907190044000100049    2 10002384010101011                                                                                                                                                                    630199990501030302999903053069999999999999907060299999999010601990301979999999999999999999999990203010199999999999903010299022603020290699910502                                      990102
015122最年長的男    2 999999901    221209183948185334000100035    2 10001048010503012                                                                                                                                                                    631199990501040402999904004069999999999999906050099999999010601990301019999999999999999999999990296010199999999999903010299024305020290699910202                                      990101
015126唯一合格男    2 999999901    221211150258151640000100107    2 10002168010101011                                                                                                                                                                    631099999502040204999902001149999999999999900060599999999011202080121039999999999999999999999990102020199999999999904210299015907020220799999901                                      950101
015143唯一合格男    2 999999901    221209184120185005000100235    1 10000036010201011                                                                                                                                                                    631299991102030302999902998999999999999999907080799999999010802060321029999999999999999999999999496080299999999999904079908016507010110599999901                                      950101
015144最年長的女    2 999999901    221211150350152128000100066    2 10002470010401012                                                                                                                                                                    630899999204029898999901998999999999999999998989899999999011201999502959999999999999999999999990102089199999999999998199908983904020290190199902                                      990201
015175唯一合格女    2 999999901    221209184404185750000100225    1 10000200010201012                                                                                                                                                                    631299992503970302999902001089999999999999906070699999999010801990101039999999999999999999999990102089199999999999906069908016507020210699999901                                      950201
015228唯一合格女    2 999999901    221209184955190223000100179    1 10001336010201011                                                                                                                                                                    630299999802040403999903992999999999999999903050299999999010601990301029999999999999999999999990103010199999999999901010199023502010190160299902                                      990201
015229唯一合格女    2 999999901    221209184956190722000100210    2 10000348010100011                                                                                                                                                                    630899990201040403999995004069999999999999908050099999999010601990301029999999999999999999999990296019199999999999901010199032104010390699920302                                      990201
015240最年輕的男    2 999999901    221209185042190431000100235    1 10000036010302031                                                                                                                                                                    631299999202020297999902001979999999999999905070799999999011201990191999999999999999999999999990102089199999999999905079908027406020110499999901                                      010101
015244最年輕的男    2 999999901    221209185112190951000100142    2 10000680010302031                                                                                                                                                                    630899990201040403999902001989999999999999906030099999999010601990301039999999999999999999999990203010199999999999905010299025606030210699999901                                      010101
